State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
25	007	Chilmark town
25	007	Edgartown town
25	007	Gosnold town
25	007	Oak Bluffs town
25	007	Tisbury town
25	007	West Tisbury town
25	009	Essex County
25	009	Amesbury Town city
25	009	Andover town
25	009	Beverly city
25	009	Boxford town
25	009	Danvers town
25	009	Essex town
25	009	Georgetown town
25	009	Gloucester city
25	009	Groveland town
25	009	Hamilton town
25	009	Haverhill city
25	009	Ipswich town
25	009	Lawrence city
25	009	Lynn city
25	009	Lynnfield town
25	009	Manchester-by-the-Sea town
25	009	Marblehead town
25	009	Merrimac town
25	009	Methuen Town city
25	009	Middleton town
25	009	Nahant town
25	009	Newbury town
25	009	Newburyport city
25	009	North Andover town
25	009	Peabody city
25	009	Rockport town
25	009	Rowley town
25	009	Salem city
25	009	Salisbury town
25	009	Saugus town
25	009	Swampscott town
25	009	Topsfield town
25	009	Wenham town
25	009	West Newbury town
25	011	Franklin County
25	011	Ashfield town
25	011	Bernardston town
25	011	Buckland town
25	011	Charlemont town
25	011	Colrain town
25	011	Conway town
25	011	Deerfield town
25	011	Erving town
25	011	Gill town
25	011	Greenfield Town city
25	011	Hawley town
25	011	Heath town
25	011	Leverett town
25	011	Leyden town
25	011	Monroe town
25	011	Montague town
25	011	New Salem town
25	011	Northfield town
25	011	Orange town
25	011	Rowe town
25	011	Shelburne town
25	011	Shutesbury town
25	011	Sunderland town
25	011	Warwick town
25	011	Wendell town
25	011	Whately town
25	013	Hampden County
25	013	Agawam Town city
25	013	Blandford town
25	013	Brimfield town
25	013	Chester town
25	013	Chicopee city
25	013	East Longmeadow town
25	013	Granville town
25	013	Hampden town
25	013	Holland town
25	013	Holyoke city
25	013	Longmeadow town
25	013	Ludlow town
25	013	Monson town
25	013	Montgomery town
25	013	Palmer Town city
25	013	Russell town
25	013	Southwick town
25	013	Springfield city
25	013	Tolland town
25	013	Wales town
25	013	Westfield city
25	013	West Springfield Town city
25	013	Wilbraham town
25	015	Hampshire County
25	015	Amherst town
25	015	Belchertown town
25	015	Chesterfield town
25	015	Cummington town
25	015	Easthampton Town city
25	015	Goshen town
25	015	Granby town
25	015	Hadley town
25	015	Hatfield town
25	015	Huntington town
25	015	Middlefield town
25	015	Northampton city
25	015	Pelham town
25	015	Plainfield town
25	015	Southampton town
25	015	South Hadley town
25	015	Ware town
25	015	Westhampton town
25	015	Williamsburg town
25	015	Worthington town
25	017	Middlesex County
25	017	Acton town
25	017	Arlington town
25	017	Ashby town
25	017	Ashland town
25	017	Ayer town
25	017	Bedford town
25	017	Belmont town
25	017	Billerica town
25	017	Boxborough town
25	017	Burlington town
25	017	Cambridge city
25	017	Carlisle town
25	017	Chelmsford town
25	017	Concord town
25	017	Dracut town
25	017	Dunstable town
25	017	Everett city
25	017	Framingham town
25	017	Groton town
25	017	Holliston town
25	017	Hopkinton town
25	017	Hudson town
25	017	Lexington town
25	017	Lincoln town
25	017	Littleton town
25	017	Lowell city
25	017	Malden city
25	017	Marlborough city
25	017	Maynard town
25	017	Medford city
25	017	Melrose city
25	017	Natick town
25	017	Newton city
25	017	North Reading town
25	017	Pepperell town
25	017	Reading town
25	017	Sherborn town
25	017	Shirley town
25	017	Somerville city
25	017	Stoneham town
25	017	Stow town
25	017	Sudbury town
25	017	Tewksbury town
25	017	Townsend town
25	017	Tyngsborough town
25	017	Wakefield town
25	017	Waltham city
25	017	Watertown Town city
25	017	Wayland town
25	017	Westford town
25	017	Weston town
25	017	Wilmington town
25	017	Winchester town
25	017	Woburn city
25	019	Nantucket County
25	019	Nantucket town
25	021	Norfolk County
25	021	Avon town
25	021	Bellingham town
25	021	Braintree Town city
25	021	Brookline town
25	021	Canton town
25	021	Cohasset town
25	021	Dedham town
25	021	Dover town
25	021	Foxborough town
25	021	Franklin Town city
25	021	Holbrook town
25	021	Medfield town
25	021	Medway town
25	021	Millis town
25	021	Milton town
25	021	Needham town
25	021	Norfolk town
25	021	Norwood town
25	021	Plainville town
25	021	Quincy city
25	021	Randolph town
25	021	Sharon town
25	021	Stoughton town
25	021	Walpole town
25	021	Wellesley town
25	021	Westwood town
25	021	Weymouth Town city
25	021	Wrentham town
25	023	Plymouth County
25	023	Abington town
25	023	Bridgewater town
25	023	Brockton city
25	023	Carver town
25	023	Duxbury town
25	023	East Bridgewater town
25	023	Halifax town
25	023	Hanover town
25	023	Hanson town
25	023	Hingham town
25	023	Hull town
25	023	Kingston town
25	023	Lakeville town
25	023	Marion town
25	023	Marshfield town
25	023	Mattapoisett town
25	023	Middleborough town
25	023	Norwell town
25	023	Pembroke town
25	023	Plymouth town
25	023	Plympton town
25	023	Rochester town
25	023	Rockland town
25	023	Scituate town
25	023	Wareham town
25	023	West Bridgewater town
25	023	Whitman town
25	025	Suffolk County
25	025	Boston city
25	025	Chelsea city
25	025	Revere city
25	025	Winthrop Town city
25	027	Worcester County
25	027	Ashburnham town
25	027	Athol town
25	027	Auburn town
25	027	Barre town
25	027	Berlin town
25	027	Blackstone town
25	027	Bolton town
25	027	Boylston town
25	027	Brookfield town
25	027	Charlton town
25	027	Clinton town
25	027	Douglas town
25	027	Dudley town
25	027	East Brookfield town
25	027	Fitchburg city
25	027	Gardner city
25	027	Grafton town
25	027	Hardwick town
25	027	Harvard town
25	027	Holden town
25	027	Hopedale town
25	027	Hubbardston town
25	027	Lancaster town
25	027	Leicester town
25	027	Leominster city
25	027	Lunenburg town
25	027	Mendon town
25	027	Milford town
25	027	Millbury town
25	027	Millville town
25	027	New Braintree town
25	027	Northborough town
25	027	Northbridge town
25	027	North Brookfield town
25	027	Oakham town
25	027	Oxford town
25	027	Paxton town
25	027	Petersham town
25	027	Phillipston town
25	027	Princeton town
25	027	Royalston town
25	027	Rutland town
25	027	Shrewsbury town
25	027	Southborough town
25	027	Southbridge Town city
25	027	Spencer town
25	027	Sterling town
25	027	Sturbridge town
25	027	Sutton town
25	027	Templeton town
25	027	Upton town
25	027	Uxbridge town
25	027	Warren town
25	027	Webster town
25	027	Westborough town
25	027	West Boylston town
25	027	West Brookfield town
25	027	Westminster town
25	027	Winchendon town
25	027	Worcester city
26	001	Alcona County
26	001	Alcona township
26	001	Caledonia township
26	001	Curtis township
26	001	Greenbush township
26	001	Gustin township
26	001	Harrisville city
26	001	Harrisville township
26	001	Hawes township
26	001	Haynes township
26	001	Mikado township
26	001	Millen township
26	001	Mitchell township
26	003	Alger County
26	003	Au Train township
26	003	Burt township
26	003	Grand Island township
26	003	Limestone township
26	003	Mathias township
26	003	Munising city
26	003	Munising township
26	003	Onota township
26	003	Rock River township
26	005	Allegan County
26	005	Allegan city
26	005	Allegan township
26	005	Casco township
26	005	Cheshire township
26	005	Clyde township
26	005	Dorr township
26	005	Douglas city
26	005	Fennville city
26	005	Fillmore township
26	005	Ganges township
26	005	Gun Plain township
26	005	Heath township
26	005	Holland city
26	005	Hopkins township
26	005	Laketown township
26	005	Lee township
26	005	Leighton township
26	005	Manlius township
26	005	Martin township
26	005	Monterey township
26	005	Otsego city
26	005	Otsego township
26	005	Overisel township
26	005	Plainwell city
26	005	Salem township
26	005	Saugatuck city
26	005	Saugatuck township
26	005	South Haven city
26	005	Trowbridge township
26	005	Valley township
26	005	Watson township
26	005	Wayland city
26	005	Wayland township
26	007	Alpena County
26	007	Alpena city
26	007	Alpena township
26	007	Green township
26	007	Long Rapids township
26	007	Maple Ridge township
26	007	Ossineke township
26	007	Sanborn township
26	007	Wellington township
26	007	Wilson township
26	009	Antrim County
26	009	Banks township
26	009	Central Lake township
26	009	Chestonia township
26	009	Custer township
26	009	Echo township
26	009	Elk Rapids township
26	009	Forest Home township
26	009	Helena township
26	009	Jordan township
26	009	Kearney township
26	009	Mancelona township
26	009	Milton township
26	009	Star township
26	009	Torch Lake township
26	009	Warner township
26	011	Arenac County
26	011	Adams township
26	011	Arenac township
26	011	Au Gres city
26	011	Au Gres township
26	011	Clayton township
26	011	Deep River township
26	011	Lincoln township
26	011	Mason township
26	011	Moffatt township
26	011	Omer city
26	011	Sims township
26	011	Standish city
26	011	Standish township
26	011	Turner township
26	011	Whitney township
26	013	Baraga County
26	013	Arvon township
26	013	Baraga township
26	013	Covington township
26	013	L'Anse township
26	013	Spurr township
26	015	Barry County
26	015	Assyria township
26	015	Baltimore township
26	015	Barry township
26	015	Carlton township
26	015	Castleton township
26	015	Hastings city
26	015	Hastings charter township
26	015	Hope township
26	015	Irving township
26	015	Johnstown township
26	015	Maple Grove township
26	015	Orangeville township
26	015	Prairieville township
26	015	Rutland charter township
26	015	Thornapple township
26	015	Woodland township
26	015	Yankee Springs township
26	017	Bay County
26	017	Auburn city
26	017	Bangor charter township
26	017	Bay City city
26	017	Beaver township
26	017	Essexville city
26	017	Frankenlust township
26	017	Fraser township
26	017	Garfield township
26	017	Gibson township
26	017	Hampton charter township
26	017	Kawkawlin township
26	017	Merritt township
26	017	Midland city
26	017	Monitor charter township
26	017	Mount Forest township
26	017	Pinconning city
26	017	Pinconning township
26	017	Portsmouth charter township
26	017	Williams charter township
26	019	Benzie County
26	019	Almira township
26	019	Benzonia township
26	019	Blaine township
26	019	Colfax township
26	019	Crystal Lake township
26	019	Frankfort city
26	019	Gilmore township
26	019	Homestead township
26	019	Inland township
26	019	Joyfield township
26	019	Lake township
26	019	Platte township
26	019	Weldon township
26	021	Berrien County
26	021	Bainbridge township
26	021	Baroda township
26	021	Benton charter township
26	021	Benton Harbor city
26	021	Berrien township
26	021	Bertrand township
26	021	Bridgman city
26	021	Buchanan city
26	021	Buchanan township
26	021	Chikaming township
26	021	Coloma city
26	021	Coloma charter township
26	021	Galien township
26	021	Hagar township
26	021	Lake charter township
26	021	Lincoln charter township
26	021	New Buffalo city
26	021	New Buffalo township
26	021	Niles city
26	021	Niles township
26	021	Oronoko charter township
26	021	Pipestone township
26	021	Royalton township
26	021	St. Joseph city
26	021	St. Joseph charter township
26	021	Sodus township
26	021	Three Oaks township
26	021	Watervliet city
26	021	Watervliet township
26	021	Weesaw township
26	023	Branch County
26	023	Algansee township
26	023	Batavia township
26	023	Bethel township
26	023	Bronson city
26	023	Bronson township
26	023	Butler township
26	023	California township
26	023	Coldwater city
26	023	Coldwater township
26	023	Gilead township
26	023	Girard township
26	023	Kinderhook township
26	023	Matteson township
26	023	Noble township
26	023	Ovid township
26	023	Quincy township
26	023	Sherwood township
26	023	Union township
26	025	Calhoun County
26	025	Albion city
26	025	Albion township
26	025	Athens township
26	025	Battle Creek city
26	025	Bedford charter township
26	025	Burlington township
26	025	Clarence township
26	025	Clarendon township
26	025	Convis township
26	025	Eckford township
26	025	Emmett charter township
26	025	Fredonia township
26	025	Homer township
26	025	Lee township
26	025	Leroy township
26	025	Marengo township
26	025	Marshall city
26	025	Marshall township
26	025	Newton township
26	025	Pennfield charter township
26	025	Sheridan township
26	025	Springfield city
26	025	Tekonsha township
26	027	Cass County
26	027	Calvin township
26	027	Dowagiac city
26	027	Howard township
26	027	Jefferson township
26	027	LaGrange township
26	027	Marcellus township
26	027	Mason township
26	027	Milton township
26	027	Newberg township
26	027	Niles city
26	027	Ontwa township
26	027	Penn township
26	027	Pokagon township
26	027	Porter township
26	027	Silver Creek township
26	027	Volinia township
26	027	Wayne township
26	029	Charlevoix County
26	029	Bay township
26	029	Boyne City city
26	029	Boyne Valley township
26	029	Chandler township
26	029	Charlevoix city
26	029	Charlevoix township
26	029	East Jordan city
26	029	Evangeline township
26	029	Eveline township
26	029	Hayes township
26	029	Hudson township
26	029	Marion township
26	029	Melrose township
26	029	Norwood township
26	029	Peaine township
26	029	St. James township
26	029	South Arm township
26	029	Wilson township
26	031	Cheboygan County
26	031	Aloha township
26	031	Beaugrand township
26	031	Benton township
26	031	Burt township
26	031	Cheboygan city
26	031	Ellis township
26	031	Forest township
26	031	Grant township
26	031	Hebron township
26	031	Inverness township
26	031	Koehler township
26	031	Mackinaw township
26	031	Mentor township
26	031	Mullett township
26	031	Munro township
26	031	Nunda township
26	031	Tuscarora township
26	031	Walker township
26	031	Waverly township
26	031	Wilmot township
26	033	Chippewa County
26	033	Bay Mills township
26	033	Bruce township
26	033	Chippewa township
26	033	Dafter township
26	033	Detour township
26	033	Drummond township
26	033	Hulbert township
26	033	Kinross charter township
26	033	Pickford township
26	033	Raber township
26	033	Rudyard township
26	033	Sault Ste. Marie city
26	033	Soo township
26	033	Sugar Island township
26	033	Superior township
26	033	Trout Lake township
26	033	Whitefish township
26	035	Clare County
26	035	Arthur township
26	035	Clare city
26	035	Franklin township
26	035	Freeman township
26	035	Frost township
26	035	Garfield township
26	035	Grant township
26	035	Greenwood township
26	035	Hamilton township
26	035	Harrison city
26	035	Hatton township
26	035	Hayes township
26	035	Lincoln township
26	035	Redding township
26	035	Sheridan township
26	035	Summerfield township
26	035	Surrey township
26	035	Winterfield township
26	037	Clinton County
26	037	Bath charter township
26	037	Bengal township
26	037	Bingham township
26	037	Dallas township
26	037	DeWitt city
26	037	DeWitt charter township
26	037	Duplain township
26	037	Eagle township
26	037	East Lansing city
26	037	Essex township
26	037	Grand Ledge city
26	037	Greenbush township
26	037	Lansing city
26	037	Lebanon township
26	037	Olive township
26	037	Ovid township
26	037	Riley township
26	037	St. Johns city
26	037	Victor township
26	037	Watertown charter township
26	037	Westphalia township
26	039	Crawford County
26	039	Beaver Creek township
26	039	Frederic township
26	039	Grayling city
26	039	Grayling charter township
26	039	Lovells township
26	039	Maple Forest township
26	039	South Branch township
26	041	Delta County
26	041	Baldwin township
26	041	Bark River township
26	041	Bay de Noc township
26	041	Brampton township
26	041	Cornell township
26	041	Ensign township
26	041	Escanaba city
26	041	Escanaba township
26	041	Fairbanks township
26	041	Ford River township
26	041	Garden township
26	041	Gladstone city
26	041	Maple Ridge township
26	041	Masonville township
26	041	Nahma township
26	041	Wells township
26	043	Dickinson County
26	043	Breen township
26	043	Breitung charter township
26	043	Felch township
26	043	Iron Mountain city
26	043	Kingsford city
26	043	Norway city
26	043	Norway township
26	043	Sagola township
26	043	Waucedah township
26	043	West Branch township
26	045	Eaton County
26	045	Bellevue township
26	045	Benton township
26	045	Brookfield township
26	045	Carmel township
26	045	Charlotte city
26	045	Chester township
26	045	Delta charter township
26	045	Eaton township
26	045	Eaton Rapids city
26	045	Eaton Rapids township
26	045	Grand Ledge city
26	045	Hamlin township
26	045	Kalamo township
26	045	Lansing city
26	045	Olivet city
26	045	Oneida charter township
26	045	Potterville city
26	045	Roxand township
26	045	Sunfield township
26	045	Vermontville township
26	045	Walton township
26	045	Windsor charter township
26	047	Emmet County
26	047	Bear Creek township
26	047	Bliss township
26	047	Carp Lake township
26	047	Center township
26	047	Cross Village township
26	047	Friendship township
26	047	Harbor Springs city
26	047	Littlefield township
26	047	Little Traverse township
26	047	McKinley township
26	047	Maple River township
26	047	Petoskey city
26	047	Pleasantview township
26	047	Readmond township
26	047	Resort township
26	047	Springvale township
26	047	Wawatam township
26	047	West Traverse township
26	049	Genesee County
26	049	Argentine township
26	049	Atlas township
26	049	Burton city
26	049	Clayton charter township
26	049	Clio city
26	049	Davison city
26	049	Davison township
26	049	Fenton city
26	049	Fenton charter township
26	049	Flint city
26	049	Flint charter township
26	049	Flushing city
26	049	Flushing charter township
26	049	Forest township
26	049	Gaines township
26	049	Genesee charter township
26	049	Grand Blanc city
26	049	Grand Blanc charter township
26	049	Linden city
26	049	Montrose city
26	049	Montrose charter township
26	049	Mount Morris city
26	049	Mount Morris township
26	049	Mundy township
26	049	Richfield township
26	049	Swartz Creek city
26	049	Thetford township
26	049	Vienna charter township
26	051	Gladwin County
26	051	Beaverton city
26	051	Beaverton township
26	051	Bentley township
26	051	Billings township
26	051	Bourret township
26	051	Buckeye township
26	051	Butman township
26	051	Clement township
26	051	Gladwin city
26	051	Gladwin township
26	051	Grim township
26	051	Grout township
26	051	Hay township
26	051	Sage township
26	051	Secord township
26	051	Sherman township
26	051	Tobacco township
26	053	Gogebic County
26	053	Bessemer city
26	053	Bessemer township
26	053	Erwin township
26	053	Ironwood city
26	053	Ironwood charter township
26	053	Marenisco township
26	053	Wakefield city
26	053	Wakefield township
26	053	Watersmeet township
26	055	Grand Traverse County
26	055	Acme township
26	055	Blair township
26	055	East Bay township
26	055	Fife Lake township
26	055	Garfield charter township
26	055	Grant township
26	055	Green Lake township
26	055	Long Lake township
26	055	Mayfield township
26	055	Paradise township
26	055	Peninsula township
26	055	Traverse City city
26	055	Union township
26	055	Whitewater township
26	057	Gratiot County
26	057	Alma city
26	057	Arcada township
26	057	Bethany township
26	057	Elba township
26	057	Emerson township
26	057	Fulton township
26	057	Hamilton township
26	057	Ithaca city
26	057	Lafayette township
26	057	Newark township
26	057	New Haven township
26	057	North Shade township
26	057	North Star township
26	057	Pine River township
26	057	St. Louis city
26	057	Seville township
26	057	Sumner township
26	057	Washington township
26	057	Wheeler township
26	059	Hillsdale County
26	059	Adams township
26	059	Allen township
26	059	Amboy township
26	059	Cambria township
26	059	Camden township
26	059	Fayette township
26	059	Hillsdale city
26	059	Hillsdale township
26	059	Jefferson township
26	059	Jonesville city
26	059	Litchfield city
26	059	Litchfield township
26	059	Moscow township
26	059	Pittsford township
26	059	Ransom township
26	059	Reading city
26	059	Reading township
26	059	Scipio township
26	059	Somerset township
26	059	Wheatland township
26	059	Woodbridge township
26	059	Wright township
26	061	Houghton County
26	061	Adams township
26	061	Calumet charter township
26	061	Chassell township
26	061	Duncan township
26	061	Elm River township
26	061	Franklin township
26	061	Hancock city
26	061	Hancock township
26	061	Houghton city
26	061	Laird township
26	061	Osceola township
26	061	Portage charter township
26	061	Quincy township
26	061	Schoolcraft township
26	061	Stanton township
26	061	Torch Lake township
26	063	Huron County
26	063	Bad Axe city
26	063	Bingham township
26	063	Bloomfield township
26	063	Brookfield township
26	063	Caseville city
26	063	Caseville township
26	063	Chandler township
26	063	Colfax township
26	063	Dwight township
26	063	Fairhaven township
26	063	Gore township
26	063	Grant township
26	063	Harbor Beach city
26	063	Hume township
26	063	Huron township
26	063	Lake township
26	063	Lincoln township
26	063	McKinley township
26	063	Meade township
26	063	Oliver township
26	063	Paris township
26	063	Pointe Aux Barques township
26	063	Port Austin township
26	063	Rubicon township
26	063	Sand Beach township
26	063	Sebewaing township
26	063	Sheridan township
26	063	Sherman township
26	063	Sigel township
26	063	Verona township
26	063	Winsor township
26	065	Ingham County
26	065	Alaiedon township
26	065	Aurelius township
26	065	Bunker Hill township
26	065	Delhi charter township
26	065	East Lansing city
26	065	Ingham township
26	065	Lansing city
26	065	Lansing charter township
26	065	Leroy township
26	065	Leslie city
26	065	Leslie township
26	065	Locke township
26	065	Mason city
26	065	Meridian charter township
26	065	Onondaga township
26	065	Stockbridge township
26	065	Vevay township
26	065	Wheatfield township
26	065	White Oak township
26	065	Williamston city
26	065	Williamstown township
26	067	Ionia County
26	067	Belding city
26	067	Berlin township
26	067	Boston township
26	067	Campbell township
26	067	Danby township
26	067	Easton township
26	067	Ionia city
26	067	Ionia township
26	067	Keene township
26	067	Lyons township
26	067	North Plains township
26	067	Odessa township
26	067	Orange township
26	067	Orleans township
26	067	Otisco township
26	067	Portland city
26	067	Portland township
26	067	Ronald township
26	067	Sebewa township
26	069	Iosco County
26	069	Alabaster township
26	069	Au Sable charter township
26	069	Baldwin township
26	069	Burleigh township
26	069	East Tawas city
26	069	Grant township
26	069	Oscoda charter township
26	069	Plainfield township
26	069	Reno township
26	069	Sherman township
26	069	Tawas township
26	069	Tawas City city
26	069	Whittemore city
26	069	Wilber township
26	071	Iron County
26	071	Bates township
26	071	Caspian city
26	071	Crystal Falls city
26	071	Crystal Falls township
26	071	Gaastra city
26	071	Hematite township
26	071	Iron River city
26	071	Iron River township
26	071	Mansfield township
26	071	Mastodon township
26	071	Stambaugh township
26	073	Isabella County
26	073	Broomfield township
26	073	Chippewa township
26	073	Clare city
26	073	Coe township
26	073	Coldwater township
26	073	Deerfield township
26	073	Denver township
26	073	Fremont township
26	073	Gilmore township
26	073	Isabella township
26	073	Lincoln township
26	073	Mount Pleasant city
26	073	Nottawa township
26	073	Rolland township
26	073	Sherman township
26	073	Union charter township
26	073	Vernon township
26	073	Wise township
26	075	Jackson County
26	075	Blackman charter township
26	075	Columbia township
26	075	Concord township
26	075	Grass Lake charter township
26	075	Hanover township
26	075	Henrietta township
26	075	Jackson city
26	075	Leoni township
26	075	Liberty township
26	075	Napoleon township
26	075	Norvell township
26	075	Parma township
26	075	Pulaski township
26	075	Rives township
26	075	Sandstone township
26	075	Spring Arbor township
26	075	Springport township
26	075	Summit township
26	075	Tompkins township
26	075	Waterloo township
26	077	Kalamazoo County
26	077	Alamo township
26	077	Brady township
26	077	Charleston township
26	077	Climax township
26	077	Comstock charter township
26	077	Cooper charter township
26	077	Galesburg city
26	077	Kalamazoo city
26	077	Kalamazoo charter township
26	077	Oshtemo charter township
26	077	Parchment city
26	077	Pavilion township
26	077	Portage city
26	077	Prairie Ronde township
26	077	Richland township
26	077	Ross township
26	077	Schoolcraft township
26	077	Texas charter township
26	077	Wakeshma township
26	079	Kalkaska County
26	079	Bear Lake township
26	079	Blue Lake township
26	079	Boardman township
26	079	Clearwater township
26	079	Coldsprings township
26	079	Excelsior township
26	079	Garfield township
26	079	Kalkaska township
26	079	Oliver township
26	079	Orange township
26	079	Rapid River township
26	079	Springfield township
26	081	Kent County
26	081	Ada township
26	081	Algoma township
26	081	Alpine township
26	081	Bowne township
26	081	Byron township
26	081	Caledonia township
26	081	Cannon township
26	081	Cascade charter township
26	081	Cedar Springs city
26	081	Courtland township
26	081	East Grand Rapids city
26	081	Gaines charter township
26	081	Grand Rapids city
26	081	Grand Rapids charter township
26	081	Grandville city
26	081	Grattan township
26	081	Kentwood city
26	081	Lowell city
26	081	Lowell charter township
26	081	Nelson township
26	081	Oakfield township
26	081	Plainfield charter township
26	081	Rockford city
26	081	Solon township
26	081	Sparta township
26	081	Spencer township
26	081	Tyrone township
26	081	Vergennes township
26	081	Walker city
26	081	Wyoming city
26	083	Keweenaw County
26	083	Allouez township
26	083	Eagle Harbor township
26	083	Grant township
26	083	Houghton township
26	083	Sherman township
26	085	Lake County
26	085	Chase township
26	085	Cherry Valley township
26	085	Dover township
26	085	Eden township
26	085	Elk township
26	085	Ellsworth township
26	085	Lake township
26	085	Newkirk township
26	085	Peacock township
26	085	Pinora township
26	085	Pleasant Plains township
26	085	Sauble township
26	085	Sweetwater township
26	085	Webber township
26	085	Yates township
26	087	Lapeer County
26	087	Almont township
26	087	Arcadia township
26	087	Attica township
26	087	Brown City city
26	087	Burlington township
26	087	Burnside township
26	087	Deerfield township
26	087	Dryden township
26	087	Elba township
26	087	Goodland township
26	087	Hadley township
26	087	Imlay township
26	087	Imlay City city
26	087	Lapeer city
26	087	Lapeer township
26	087	Marathon township
26	087	Mayfield township
26	087	Metamora township
26	087	North Branch township
26	087	Oregon township
26	087	Rich township
26	089	Leelanau County
26	089	Bingham township
26	089	Centerville township
26	089	Cleveland township
26	089	Elmwood charter township
26	089	Empire township
26	089	Glen Arbor township
26	089	Kasson township
26	089	Leelanau township
26	089	Leland township
26	089	Solon township
26	089	Suttons Bay township
26	089	Traverse City city
26	091	Lenawee County
26	091	Adrian city
26	091	Adrian township
26	091	Blissfield township
26	091	Cambridge township
26	091	Clinton township
26	091	Deerfield township
26	091	Dover township
26	091	Fairfield township
26	091	Franklin township
26	091	Hudson city
26	091	Hudson township
26	091	Macon township
26	091	Madison charter township
26	091	Medina township
26	091	Morenci city
26	091	Ogden township
26	091	Palmyra township
26	091	Raisin township
26	091	Ridgeway township
26	091	Riga township
26	091	Rollin township
26	091	Rome township
26	091	Seneca township
26	091	Tecumseh city
26	091	Tecumseh township
26	091	Woodstock township
26	093	Livingston County
26	093	Brighton city
26	093	Brighton township
26	093	Cohoctah township
26	093	Conway township
26	093	Deerfield township
26	093	Fenton city
26	093	Genoa township
26	093	Green Oak township
26	093	Hamburg township
26	093	Handy township
26	093	Hartland township
26	093	Howell city
26	093	Howell township
26	093	Iosco township
26	093	Marion township
26	093	Oceola township
26	093	Putnam township
26	093	Tyrone township
26	093	Unadilla township
26	095	Luce County
26	095	Columbus township
26	095	Lakefield township
26	095	McMillan township
26	095	Pentland township
26	097	Mackinac County
26	097	Bois Blanc township
26	097	Brevort township
26	097	Clark township
26	097	Garfield township
26	097	Hendricks township
26	097	Hudson township
26	097	Mackinac Island city
26	097	Marquette township
26	097	Moran township
26	097	Newton township
26	097	Portage township
26	097	St. Ignace city
26	097	St. Ignace township
26	099	Macomb County
26	099	Armada township
26	099	Bruce township
26	099	Center Line city
26	099	Chesterfield township
26	099	Clinton charter township
26	099	Eastpointe city
26	099	Fraser city
26	099	Harrison charter township
26	099	Lenox township
26	099	Macomb township
26	099	Memphis city
26	099	Mount Clemens city
26	099	New Baltimore city
26	099	Ray township
26	099	Richmond city
26	099	Richmond township
26	099	Roseville city
26	099	St. Clair Shores city
26	099	Shelby charter township
26	099	Sterling Heights city
26	099	Utica city
26	099	Village of Grosse Pointe Shores city
26	099	Warren city
26	099	Washington township
26	101	Manistee County
26	101	Arcadia township
26	101	Bear Lake township
26	101	Brown township
26	101	Cleon township
26	101	Dickson township
26	101	Filer charter township
26	101	Manistee city
26	101	Manistee township
26	101	Maple Grove township
26	101	Marilla township
26	101	Norman township
26	101	Onekama township
26	101	Pleasanton township
26	101	Springdale township
26	101	Stronach township
26	103	Marquette County
26	103	Champion township
26	103	Chocolay charter township
26	103	Ely township
26	103	Ewing township
26	103	Forsyth township
26	103	Humboldt township
26	103	Ishpeming city
26	103	Ishpeming township
26	103	Marquette city
26	103	Marquette charter township
26	103	Michigamme township
26	103	Negaunee city
26	103	Negaunee township
26	103	Powell township
26	103	Republic township
26	103	Richmond township
26	103	Sands township
26	103	Skandia township
26	103	Tilden township
26	103	Turin township
26	103	Wells township
26	103	West Branch township
26	105	Mason County
26	105	Amber township
26	105	Branch township
26	105	Custer township
26	105	Eden township
26	105	Free Soil township
26	105	Grant township
26	105	Hamlin township
26	105	Logan township
26	105	Ludington city
26	105	Meade township
26	105	Pere Marquette charter township
26	105	Riverton township
26	105	Scottville city
26	105	Sheridan township
26	105	Sherman township
26	105	Summit township
26	105	Victory township
26	107	Mecosta County
26	107	Aetna township
26	107	Austin township
26	107	Big Rapids city
26	107	Big Rapids charter township
26	107	Chippewa township
26	107	Colfax township
26	107	Deerfield township
26	107	Fork township
26	107	Grant township
26	107	Green charter township
26	107	Hinton township
26	107	Martiny township
26	107	Mecosta township
26	107	Millbrook township
26	107	Morton township
26	107	Sheridan township
26	107	Wheatland township
26	109	Menominee County
26	109	Cedarville township
26	109	Daggett township
26	109	Faithorn township
26	109	Gourley township
26	109	Harris township
26	109	Holmes township
26	109	Ingallston township
26	109	Lake township
26	109	Mellen township
26	109	Menominee city
26	109	Menominee township
26	109	Meyer township
26	109	Nadeau township
26	109	Spalding township
26	109	Stephenson city
26	109	Stephenson township
26	111	Midland County
26	111	Coleman city
26	111	Edenville township
26	111	Geneva township
26	111	Greendale township
26	111	Homer township
26	111	Hope township
26	111	Ingersoll township
26	111	Jasper township
26	111	Jerome township
26	111	Larkin charter township
26	111	Lee township
26	111	Lincoln township
26	111	Midland city
26	111	Midland charter township
26	111	Mills township
26	111	Mount Haley township
26	111	Porter township
26	111	Warren township
26	113	Missaukee County
26	113	Aetna township
26	113	Bloomfield township
26	113	Butterfield township
26	113	Caldwell township
26	113	Clam Union township
26	113	Enterprise township
26	113	Forest township
26	113	Holland township
26	113	Lake township
26	113	Lake City city
26	113	McBain city
26	113	Norwich township
26	113	Pioneer township
26	113	Reeder township
26	113	Richland township
26	113	Riverside township
26	113	West Branch township
26	115	Monroe County
26	115	Ash township
26	115	Bedford township
26	115	Berlin charter township
26	115	Dundee township
26	115	Erie township
