State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
34	035	North Plainfield borough
34	035	Peapack and Gladstone borough
34	035	Raritan borough
34	035	Rocky Hill borough
34	035	Somerville borough
34	035	South Bound Brook borough
34	035	Warren township
34	035	Watchung borough
34	037	Sussex County
34	037	Andover borough
34	037	Andover township
34	037	Branchville borough
34	037	Byram township
34	037	Frankford township
34	037	Franklin borough
34	037	Fredon township
34	037	Green township
34	037	Hamburg borough
34	037	Hampton township
34	037	Hardyston township
34	037	Hopatcong borough
34	037	Lafayette township
34	037	Montague township
34	037	Newton town
34	037	Ogdensburg borough
34	037	Sandyston township
34	037	Sparta township
34	037	Stanhope borough
34	037	Stillwater township
34	037	Sussex borough
34	037	Vernon township
34	037	Walpack township
34	037	Wantage township
34	039	Union County
34	039	Berkeley Heights township
34	039	Clark township
34	039	Cranford township
34	039	Elizabeth city
34	039	Fanwood borough
34	039	Garwood borough
34	039	Hillside township
34	039	Kenilworth borough
34	039	Linden city
34	039	Mountainside borough
34	039	New Providence borough
34	039	Plainfield city
34	039	Rahway city
34	039	Roselle borough
34	039	Roselle Park borough
34	039	Scotch Plains township
34	039	Springfield township
34	039	Summit city
34	039	Union township
34	039	Westfield town
34	039	Winfield township
34	041	Warren County
34	041	Allamuchy township
34	041	Alpha borough
34	041	Belvidere town
34	041	Blairstown township
34	041	Franklin township
34	041	Frelinghuysen township
34	041	Greenwich township
34	041	Hackettstown town
34	041	Hardwick township
34	041	Harmony township
34	041	Hope township
34	041	Independence township
34	041	Knowlton township
34	041	Liberty township
34	041	Lopatcong township
34	041	Mansfield township
34	041	Oxford township
34	041	Phillipsburg town
34	041	Pohatcong township
34	041	Washington borough
34	041	Washington township
34	041	White township
35	001	Bernalillo County
35	003	Catron County
35	005	Chaves County
35	006	Cibola County
35	007	Colfax County
35	009	Curry County
35	011	De Baca County
35	013	Doña Ana County
35	015	Eddy County
35	017	Grant County
35	019	Guadalupe County
35	021	Harding County
35	023	Hidalgo County
35	025	Lea County
35	027	Lincoln County
35	028	Los Alamos County
35	029	Luna County
35	031	McKinley County
35	033	Mora County
35	035	Otero County
35	037	Quay County
35	039	Rio Arriba County
35	041	Roosevelt County
35	043	Sandoval County
35	045	San Juan County
35	047	San Miguel County
35	049	Santa Fe County
35	051	Sierra County
35	053	Socorro County
35	055	Taos County
35	057	Torrance County
35	059	Union County
35	061	Valencia County
36	001	Albany County
36	001	Albany city
36	001	Berne town
36	001	Bethlehem town
36	001	Coeymans town
36	001	Cohoes city
36	001	Colonie town
36	001	Green Island town
36	001	Guilderland town
36	001	Knox town
36	001	New Scotland town
36	001	Rensselaerville town
36	001	Watervliet city
36	001	Westerlo town
36	003	Allegany County
36	003	Alfred town
36	003	Allen town
36	003	Alma town
36	003	Almond town
36	003	Amity town
36	003	Andover town
36	003	Angelica town
36	003	Belfast town
36	003	Birdsall town
36	003	Bolivar town
36	003	Burns town
36	003	Caneadea town
36	003	Centerville town
36	003	Clarksville town
36	003	Cuba town
36	003	Friendship town
36	003	Genesee town
36	003	Granger town
36	003	Grove town
36	003	Hume town
36	003	Independence town
36	003	New Hudson town
36	003	Oil Springs Reservation
36	003	Rushford town
36	003	Scio town
36	003	Ward town
36	003	Wellsville town
36	003	West Almond town
36	003	Willing town
36	003	Wirt town
36	005	Bronx County
36	007	Broome County
36	007	Barker town
36	007	Binghamton city
36	007	Binghamton town
36	007	Chenango town
36	007	Colesville town
36	007	Conklin town
36	007	Dickinson town
36	007	Fenton town
36	007	Kirkwood town
36	007	Lisle town
36	007	Maine town
36	007	Nanticoke town
36	007	Sanford town
36	007	Triangle town
36	007	Union town
36	007	Vestal town
36	007	Windsor town
36	009	Cattaraugus County
36	009	Allegany town
36	009	Allegany Reservation
36	009	Ashford town
36	009	Carrollton town
36	009	Cattaraugus Reservation
36	009	Coldspring town
36	009	Conewango town
36	009	Dayton town
36	009	East Otto town
36	009	Ellicottville town
36	009	Farmersville town
36	009	Franklinville town
36	009	Freedom town
36	009	Great Valley town
36	009	Hinsdale town
36	009	Humphrey town
36	009	Ischua town
36	009	Leon town
36	009	Little Valley town
36	009	Lyndon town
36	009	Machias town
36	009	Mansfield town
36	009	Napoli town
36	009	New Albion town
36	009	Oil Springs Reservation
36	009	Olean city
36	009	Olean town
36	009	Otto town
36	009	Perrysburg town
36	009	Persia town
36	009	Portville town
36	009	Randolph town
36	009	Red House town
36	009	Salamanca city
36	009	Salamanca town
36	009	South Valley town
36	009	Yorkshire town
36	011	Cayuga County
36	011	Auburn city
36	011	Aurelius town
36	011	Brutus town
36	011	Cato town
36	011	Conquest town
36	011	Fleming town
36	011	Genoa town
36	011	Ira town
36	011	Ledyard town
36	011	Locke town
36	011	Mentz town
36	011	Montezuma town
36	011	Moravia town
36	011	Niles town
36	011	Owasco town
36	011	Scipio town
36	011	Sempronius town
36	011	Sennett town
36	011	Springport town
36	011	Sterling town
36	011	Summerhill town
36	011	Throop town
36	011	Venice town
36	011	Victory town
36	013	Chautauqua County
36	013	Arkwright town
36	013	Busti town
36	013	Carroll town
36	013	Cattaraugus Reservation
36	013	Charlotte town
36	013	Chautauqua town
36	013	Chautauqua Lake UT
36	013	Cherry Creek town
36	013	Clymer town
36	013	Dunkirk city
36	013	Dunkirk town
36	013	Ellery town
36	013	Ellicott town
36	013	Ellington town
36	013	French Creek town
36	013	Gerry town
36	013	Hanover town
36	013	Harmony town
36	013	Jamestown city
36	013	Kiantone town
36	013	Mina town
36	013	North Harmony town
36	013	Poland town
36	013	Pomfret town
36	013	Portland town
36	013	Ripley town
36	013	Sheridan town
36	013	Sherman town
36	013	Stockton town
36	013	Villenova town
36	013	Westfield town
36	015	Chemung County
36	015	Ashland town
36	015	Baldwin town
36	015	Big Flats town
36	015	Catlin town
36	015	Chemung town
36	015	Elmira city
36	015	Elmira town
36	015	Erin town
36	015	Horseheads town
36	015	Southport town
36	015	Van Etten town
36	015	Veteran town
36	017	Chenango County
36	017	Afton town
36	017	Bainbridge town
36	017	Columbus town
36	017	Coventry town
36	017	German town
36	017	Greene town
36	017	Guilford town
36	017	Lincklaen town
36	017	McDonough town
36	017	New Berlin town
36	017	North Norwich town
36	017	Norwich city
36	017	Norwich town
36	017	Otselic town
36	017	Oxford town
36	017	Pharsalia town
36	017	Pitcher town
36	017	Plymouth town
36	017	Preston town
36	017	Sherburne town
36	017	Smithville town
36	017	Smyrna town
36	019	Clinton County
36	019	Altona town
36	019	Au Sable town
36	019	Beekmantown town
36	019	Black Brook town
36	019	Champlain town
36	019	Chazy town
36	019	Clinton town
36	019	Dannemora town
36	019	Ellenburg town
36	019	Mooers town
36	019	Peru town
36	019	Plattsburgh city
36	019	Plattsburgh town
36	019	Saranac town
36	019	Schuyler Falls town
36	021	Columbia County
36	021	Ancram town
36	021	Austerlitz town
36	021	Canaan town
36	021	Chatham town
36	021	Claverack town
36	021	Clermont town
36	021	Copake town
36	021	Gallatin town
36	021	Germantown town
36	021	Ghent town
36	021	Greenport town
36	021	Hillsdale town
36	021	Hudson city
36	021	Kinderhook town
36	021	Livingston town
36	021	New Lebanon town
36	021	Stockport town
36	021	Stuyvesant town
36	021	Taghkanic town
36	023	Cortland County
36	023	Cincinnatus town
36	023	Cortland city
36	023	Cortlandville town
36	023	Cuyler town
36	023	Freetown town
36	023	Harford town
36	023	Homer town
36	023	Lapeer town
36	023	Marathon town
36	023	Preble town
36	023	Scott town
36	023	Solon town
36	023	Taylor town
36	023	Truxton town
36	023	Virgil town
36	023	Willet town
36	025	Delaware County
36	025	Andes town
36	025	Bovina town
36	025	Colchester town
36	025	Davenport town
36	025	Delhi town
36	025	Deposit town
36	025	Franklin town
36	025	Hamden town
36	025	Hancock town
36	025	Harpersfield town
36	025	Kortright town
36	025	Masonville town
36	025	Meredith town
36	025	Middletown town
36	025	Roxbury town
36	025	Sidney town
36	025	Stamford town
36	025	Tompkins town
36	025	Walton town
36	027	Dutchess County
36	027	Amenia town
36	027	Beacon city
36	027	Beekman town
36	027	Clinton town
36	027	Dover town
36	027	East Fishkill town
36	027	Fishkill town
36	027	Hyde Park town
36	027	La Grange town
36	027	Milan town
36	027	North East town
36	027	Pawling town
36	027	Pine Plains town
36	027	Pleasant Valley town
36	027	Poughkeepsie city
36	027	Poughkeepsie town
36	027	Red Hook town
36	027	Rhinebeck town
36	027	Stanford town
36	027	Union Vale town
36	027	Wappinger town
36	027	Washington town
36	029	Erie County
36	029	Alden town
36	029	Amherst town
36	029	Aurora town
36	029	Boston town
36	029	Brant town
36	029	Buffalo city
36	029	Cattaraugus Reservation
36	029	Cheektowaga town
36	029	Clarence town
36	029	Colden town
36	029	Collins town
36	029	Concord town
36	029	Eden town
36	029	Elma town
36	029	Evans town
36	029	Grand Island town
36	029	Hamburg town
36	029	Holland town
36	029	Lackawanna city
36	029	Lancaster town
36	029	Marilla town
36	029	Newstead town
36	029	North Collins town
36	029	Orchard Park town
36	029	Sardinia town
36	029	Tonawanda city
36	029	Tonawanda town
36	029	Tonawanda Reservation
36	029	Wales town
36	029	West Seneca town
36	031	Essex County
36	031	Chesterfield town
36	031	Crown Point town
36	031	Elizabethtown town
36	031	Essex town
36	031	Jay town
36	031	Keene town
36	031	Lewis town
36	031	Minerva town
36	031	Moriah town
36	031	Newcomb town
36	031	North Elba town
36	031	North Hudson town
36	031	St. Armand town
36	031	Schroon town
